gameid,date,patch,gamelength,blue_team,red_team,blue_win,blue_champ1,blue_champ2,blue_champ3,blue_champ4,blue_champ5,red_champ1,red_champ2,red_champ3,red_champ4,red_champ5,blue_kills,red_kills,blue_gold,red_gold,blue_dragons,red_dragons,blue_barons,red_barons,blue_towers,red_towers,blue_ban1,red_ban1,blue_ban2,red_ban2,blue_ban3,red_ban3,blue_ban4,red_ban4,blue_ban5,red_ban5,blue_top,red_top,blue_jng,red_jng,blue_mid,red_mid,blue_bot,red_bot,blue_sup,red_sup
LCK CL/2023 Season/Summer Season_Week 9_6_1,2023-08-03 05:08:00,13.14,24.133333333333,Nongshim Esports Academy,Dplus KIA Challengers,0,Aatrox,Zac,Jayce,Ezreal,Rell,Renekton,Maokai,Azir,Zeri,Rakan,1,10,36221,47804,0,4,0,0,0,7,Vi,Tristana,Lee Sin,Kai'Sa,Poppy,Sejuani,Alistar,Rumble,Xayah,Varus,Mihile,Thanatos (Park Seung-kyu),Sounda,Lucid (Choi Yong-hyeok),Callme,Pullbae,vital,Rahel,HH (Lee Hyun-ho),Thumb
LCK CL/2023 Season/Summer Season_Week 9_8_1,2023-08-03 05:07:00,13.14,29.45,Hanwha Life Esports Challengers,Kwangdong Freecs Challengers,0,Jax,Maokai,Tristana,Kai'Sa,Nautilus,Rumble,Vi,Jayce,Draven,Rell,8,17,46402,62499,0,4,0,2,1,11,Poppy,Sejuani,Yone,LeBlanc,Nilah,Nocturne,Senna,K'Sante,Ivern,Renekton,Rooster,IlllIma,Guwon,Pressure,Roamer,Cleaver,Lure (Shin Jae-yoon),Bull,Duro,Moham
LCK CL/2023 Season/Summer Season_Week 9_7_1,2023-08-03 05:06:00,13.14,33.983333333333,Gen.G Global Academy,OKSavingsBank BRION Challengers,0,Rumble,Nocturne,Neeko,Xayah,Rakan,K'Sante,Vi,LeBlanc,Kai'Sa,Rell,9,19,58231,65901,2,2,0,1,4,10,Poppy,Jax,Tristana,Sejuani,Maokai,Lissandra,Lee Sin,Viktor,Viego,None,Casting,Kangin,Winner (Woo Joo-sung),DDoiV,Ophelia,Ivory,Carfe,Enosh,Lospa,Pollu
LCK/2023 Season/Summer Season_Week 9_2_2,2023-08-02 11:37:00,13.14,34.733333333333,Dplus KIA,Nongshim RedForce,1,Jax,Vi,Neeko,Ziggs,Leona,K'Sante,Viego,Annie,Xayah,Alistar,15,12,68117,61839,1,4,1,1,11,0,Poppy,Tristana,Zeri,LeBlanc,Azir,Jayce,Rakan,Varus,Rell,Kai'Sa,Canna,DnDn,Canyon,Sylvie,ShowMaker,FIESTA (An Hyeon-seo),Deft,Jiwoo,Bible,Peter (Jeong Yoon-su)
LCK/2023 Season/Summer Season_Week 9_2_1,2023-08-02 10:38:00,13.14,36.533333333333,Nongshim RedForce,Dplus KIA,0,Aatrox,Nocturne,Ahri,Zeri,Rakan,Jax,Sejuani,Jayce,Varus,Nautilus,15,19,64652,67996,0,5,0,2,7,8,LeBlanc,Annie,Tristana,Neeko,Kai'Sa,Vi,Rumble,Viego,Renekton,Poppy,DnDn,Canna,Sylvie,Canyon,FIESTA (An Hyeon-seo),ShowMaker,Jiwoo,Deft,Peter (Jeong Yoon-su),Bible
LCK/2023 Season/Summer Season_Week 9_1_2,2023-08-02 08:52:00,13.14,23.716666666667,T1,Kwangdong Freecs,1,Aatrox,Maokai,Jayce,Kai'Sa,Alistar,Renekton,Rell,Xerath,Zeri,Braum,15,3,51634,38568,2,0,1,0,10,2,K'Sante,Vi,LeBlanc,Rumble,Sejuani,Neeko,Rakan,Nautilus,Viego,Draven,Zeus,DuDu (Lee Dong-ju),Oner,YoungJae,Faker,BuLLDoG (Lee Tae-young),Gumayusi,Taeyoon,Keria,Andil
LCK/2023 Season/Summer Season_Week 9_1_1,2023-08-02 08:06:00,13.14,23.666666666667,T1,Kwangdong Freecs,1,Aatrox,Maokai,Jayce,Zeri,Rakan,Renekton,Rell,Xerath,Kai'Sa,Nautilus,13,4,47757,38078,3,0,1,0,7,2,K'Sante,Vi,LeBlanc,Rumble,Sejuani,Neeko,Tristana,Braum,Azir,Xayah,Zeus,DuDu (Lee Dong-ju),Oner,YoungJae,Faker,BuLLDoG (Lee Tae-young),Gumayusi,Taeyoon,Keria,Andil
LCK CL/2023 Season/Summer Season_Week 9_5_2,2023-08-01 12:14:00,13.14,37.283333333333,KT Rolster Challengers,OKSavingsBank BRION Challengers,1,Aatrox,Lee Sin,LeBlanc,Kai'Sa,Nautilus,Rumble,Viego,Lissandra,Xayah,Maokai,17,13,70239,66577,1,4,1,1,9,4,Poppy,Jax,Rell,Sejuani,Tristana,Vi,Jayce,Renekton,Rakan,Leona,PerfecT (Lee Seung-min),Kangin,HamBak,DDoiV,Feisty,Ivory,Hype (Byeon Jeong-hyeon),Enosh,Way (Han Gil),Pollu
LCK CL/2023 Season/Summer Season_Week 9_5_1,2023-08-01 11:19:00,13.14,35.483333333333,KT Rolster Challengers,OKSavingsBank BRION Challengers,1,K'Sante,Lee Sin,LeBlanc,Kai'Sa,Leona,Renekton,Maokai,Azir,Xayah,Braum,12,6,67528,60367,3,2,1,0,10,4,Poppy,Jax,Rell,Sejuani,Tristana,Vi,Rakan,Nautilus,Fiora,Rumble,PerfecT (Lee Seung-min),Kangin,HamBak,Raptor (Jeon Eo-jin),Feisty,Ivory,Hype (Byeon Jeong-hyeon),Enosh,Way (Han Gil),Pollu
LCK CL/2023 Season/Summer Season_Week 9_4_3,2023-08-01 09:53:00,13.14,28.333333333333,Gen.G Global Academy,Dplus KIA Challengers,0,Fiora,Sejuani,Azir,Xayah,Braum,K'Sante,Ivern,Jayce,Varus,Rell,6,14,43812,56830,1,3,0,1,0,10,Lee Sin,Rakan,Vi,LeBlanc,Maokai,Kai'Sa,Lillia,Renekton,Jax,Gnar,Zest (Kim Dong-min),Thanatos (Park Seung-kyu),Winner (Woo Joo-sung),Lucid (Choi Yong-hyeok),Ophelia,Saint (Kang Sung-in),Carfe,Rahel,Lospa,Thumb
LCK CL/2023 Season/Summer Season_Week 9_4_2,2023-08-01 09:03:00,13.14,27.166666666667,Dplus KIA Challengers,Gen.G Global Academy,1,Jax,Vi,LeBlanc,Zeri,Nautilus,K'Sante,Rell,Viktor,Xayah,Sett,9,6,54496,44447,2,2,1,0,9,2,Poppy,Sejuani,Rakan,Lee Sin,Kai'Sa,Maokai,Annie,Ashe,Viego,Alistar,Thanatos (Park Seung-kyu),Zest (Kim Dong-min),Lucid (Choi Yong-hyeok),Winner (Woo Joo-sung),Saint (Kang Sung-in),Ophelia,Rahel,Carfe,Thumb,Lospa
LCK CL/2023 Season/Summer Season_Week 9_4_1,2023-08-01 08:11:00,13.14,31.083333333333,Dplus KIA Challengers,Gen.G Global Academy,0,Malphite,Ivern,Tristana,Xayah,Rell,K'Sante,Vi,Neeko,Kai'Sa,Alistar,8,15,52137,58252,4,1,0,1,3,7,Poppy,Sejuani,Rakan,Lee Sin,Annie,Maokai,Azir,Jax,Ahri,Renekton,Thanatos (Park Seung-kyu),Zest (Kim Dong-min),Lucid (Choi Yong-hyeok),Winner (Woo Joo-sung),Saint (Kang Sung-in),Ophelia,Rahel,Carfe,Thumb,Lospa
LCK CL/2023 Season/Summer Season_Week 9_3_3,2023-07-31 12:24:00,13.14,29.75,Nongshim Esports Academy,Kwangdong Freecs Challengers,1,Jax,Sejuani,Tristana,Xayah,Rakan,Renekton,Maokai,Jayce,Ezreal,Braum,16,8,59424,52008,2,2,1,1,11,2,Poppy,LeBlanc,Rumble,Rell,Ivern,Neeko,Nilah,Kai'Sa,Varus,Ashe,Mihile,Lancer,Sounda,Pressure,Calix (Syun Hyun-bin),Cleaver,vital,Bull,HH (Lee Hyun-ho),Moham
LCK CL/2023 Season/Summer Season_Week 9_3_2,2023-07-31 11:39:00,13.14,24.883333333333,Kwangdong Freecs Challengers,Nongshim Esports Academy,1,Renekton,Ivern,Jayce,Nilah,Taric,Gnar,Shyvana,Tristana,Kai'Sa,Nautilus,12,5,51452,41915,3,0,1,0,11,3,Rell,Rumble,Sejuani,Poppy,Maokai,Vi,Aatrox,Heimerdinger,Zac,Braum,Lancer,Mihile,Pressure,Sounda,Cleaver,Calix (Syun Hyun-bin),Bull,vital,Moham,HH (Lee Hyun-ho)
LCK CL/2023 Season/Summer Season_Week 9_3_1,2023-07-31 10:38:00,13.14,31.15,Nongshim Esports Academy,Kwangdong Freecs Challengers,1,Aatrox,Maokai,Tristana,Kai'Sa,Rakan,K'Sante,Ivern,Jayce,Senna,Tahm Kench,12,1,62289,49639,3,1,1,0,10,3,Poppy,Rell,Rumble,Sejuani,Vi,LeBlanc,Varus,Renekton,Ashe,Gnar,Mihile,IlllIma,Sounda,Courage (Jeon Hyun-min),Calix (Syun Hyun-bin),Cleaver,vital,Bull,HH (Lee Hyun-ho),Moham
LCK CL/2023 Season/Summer Season_Week 9_2_2,2023-07-31 09:11:00,13.14,31.1,Liiv SANDBOX Youth,T1 Esports Academy,0,Aatrox,Viego,Neeko,Xayah,Maokai,Renekton,Rumble,Jayce,Miss Fortune,Nautilus,20,35,54544,67350,2,3,0,1,0,9,Poppy,Tristana,Kai'Sa,Sejuani,Vi,Rell,Varus,Jax,Ashe,Ornn,DDahyuk,Dal,Vincenzo (Ha Seung-min),Forest (Lee Hyeon-seo),Guti (Moon Jeong-hwan),Poby,Diable,Smash (Sin Geum-jae),PlanB,Baut
LCK CL/2023 Season/Summer Season_Week 9_2_1,2023-07-31 08:23:00,13.14,26.866666666667,Liiv SANDBOX Youth,T1 Esports Academy,0,Jax,Vi,Ahri,Lucian,Braum,Renekton,Viego,Neeko,Ezreal,Nautilus,12,20,49330,58311,1,3,0,1,4,9,Poppy,Tristana,Kai'Sa,Sejuani,Xayah,Rell,Varus,Rakan,Ashe,Alistar,DDahyuk,Dal,Vincenzo (Ha Seung-min),Forest (Lee Hyeon-seo),Guti (Moon Jeong-hwan),Poby,Diable,Smash (Sin Geum-jae),PlanB,Baut
LCK CL/2023 Season/Summer Season_Week 9_1_3,2023-07-31 06:47:00,13.14,38.966666666667,DRX Challengers,Hanwha Life Esports Challengers,0,Renekton,Maokai,Jayce,Ziggs,Rell,Poppy,Vi,Azir,Xayah,Nautilus,12,22,67040,76629,3,3,1,2,3,9,Kai'Sa,Tristana,Nocturne,LeBlanc,Sejuani,Yone,Zeri,Varus,Ashe,Ezreal,Frog (Lee Min-hoi),Rooster,Sponge,Guwon,SeTab,Roamer,deokdam,Lure (Shin Jae-yoon),Pleata,Duro
LCK CL/2023 Season/Summer Season_Week 9_1_2,2023-07-31 06:00:00,13.14,28.216666666667,Hanwha Life Esports Challengers,DRX Challengers,1,K'Sante,Nocturne,Ahri,Zeri,Rell,Renekton,Ivern,Azir,Xayah,Nautilus,15,4,56631,45824,4,0,1,0,7,1,Poppy,Kai'Sa,Maokai,Sejuani,Tristana,LeBlanc,Rakan,Jax,Yone,Rumble,Rooster,Frog (Lee Min-hoi),Guwon,Sponge,Roamer,SeTab,Lure (Shin Jae-yoon),deokdam,Duro,Pleata
LCK CL/2023 Season/Summer Season_Week 9_1_1,2023-07-31 05:08:00,13.14,32.683333333333,Hanwha Life Esports Challengers,DRX Challengers,0,Jax,Nocturne,Ahri,Zeri,Rakan,Renekton,Maokai,Jayce,Xayah,Nautilus,7,19,53223,65693,0,5,0,1,3,9,Poppy,Kai'Sa,Rell,Sejuani,Tristana,LeBlanc,Varus,Ashe,Ezreal,Blitzcrank,Rooster,Frog (Lee Min-hoi),Guwon,Sponge,Roamer,SeTab,Lure (Shin Jae-yoon),deokdam,Duro,Pleata
LCK/2023 Season/Summer Season_Week 8_10_2,2023-07-30 10:42:00,13.13,40.016666666667,Dplus KIA,Gen.G,0,Renekton,Lillia,LeBlanc,Ashe,Rell,Jax,Poppy,Azir,Varus,Alistar,15,26,70429,78518,1,5,1,1,9,10,Annie,Neeko,Sejuani,Tristana,Vi,Kai'Sa,Nautilus,Rakan,Zeri,Heimerdinger,Canna,Doran (Choi Hyeon-joon),Canyon,Peanut,ShowMaker,Chovy,Deft,Peyz,Kellin,Delight
LCK/2023 Season/Summer Season_Week 8_10_1,2023-07-30 09:46:00,13.13,33.033333333333,Gen.G,Dplus KIA,1,Jax,Vi,LeBlanc,Sivir,Alistar,Rumble,Nautilus,Jayce,Varus,Heimerdinger,23,11,68758,58262,3,2,1,1,10,4,Rell,Kai'Sa,Neeko,Sejuani,Tristana,Annie,Xayah,Zeri,Milio,Rakan,Doran (Choi Hyeon-joon),Canna,Peanut,Canyon,Chovy,ShowMaker,Peyz,Deft,Delight,Kellin
LCK/2023 Season/Summer Season_Week 8_9_3,2023-07-30 08:00:00,13.13,34.616666666667,OKSavingsBank BRION,Nongshim RedForce,0,Renekton,Ivern,Jayce,Kai'Sa,Alistar,K'Sante,Kha'Zix,Annie,Xayah,Rell,8,14,59214,64567,2,3,0,1,5,8,Vi,Tristana,Poppy,Azir,LeBlanc,Maokai,Rakan,Lillia,Viego,Sejuani,Morgan,DnDn,UmTi,Sylvie,Karis,FIESTA (An Hyeon-seo),Hena,Jiwoo,Effort,Peter (Jeong Yoon-su)
LCK/2023 Season/Summer Season_Week 8_9_2,2023-07-30 07:06:00,13.13,32.5,Nongshim RedForce,OKSavingsBank BRION,1,Renekton,Lee Sin,Annie,Zeri,Alistar,Jax,Rell,Neeko,Xayah,Nautilus,14,3,65124,54251,4,1,1,0,7,1,Tristana,Vi,Jayce,Poppy,LeBlanc,Azir,Sejuani,Viego,Rakan,Lulu,DnDn,Morgan,Sylvie,UmTi,FIESTA (An Hyeon-seo),Karis,Jiwoo,Hena,Peter (Jeong Yoon-su),Effort
LCK/2023 Season/Summer Season_Week 8_9_1,2023-07-30 06:05:00,13.13,38.55,Nongshim RedForce,OKSavingsBank BRION,0,Ornn,Lee Sin,Annie,Kai'Sa,Rell,Renekton,Sejuani,Neeko,Xayah,Maokai,9,15,63419,72643,1,5,0,1,3,10,Tristana,Vi,Jayce,Poppy,LeBlanc,Azir,Rakan,Viego,Alistar,K'Sante,DnDn,Morgan,Sylvie,UmTi,FIESTA (An Hyeon-seo),Karis,Jiwoo,Hena,Peter (Jeong Yoon-su),Effort
LCK/2023 Season/Summer Season_Week 8_8_2,2023-07-29 09:40:00,13.13,23.783333333333,DRX,Hanwha Life Esports,0,K'Sante,Nautilus,Azir,Kai'Sa,Alistar,Renekton,Sejuani,Tristana,Ezreal,Maokai,4,19,36816,53024,0,3,0,1,0,11,Yone,Poppy,Rell,Jax,Vi,LeBlanc,Xayah,Jayce,Varus,Nocturne,Rascal,Kingen,Croco,Grizzly,FATE (Yoo Su-hyeok),Zeka (Kim Geon-woo),Paduck,Viper (Park Do-hyeon),BeryL,Life
LCK/2023 Season/Summer Season_Week 8_8_1,2023-07-29 08:37:00,13.13,41.083333333333,DRX,Hanwha Life Esports,0,K'Sante,Nocturne,LeBlanc,Kai'Sa,Leona,Renekton,Viego,Azir,Aphelios,Nautilus,14,20,73095,76185,4,2,1,2,7,6,Yone,Poppy,Rell,Jax,Vi,Tristana,Sejuani,Rakan,Maokai,Alistar,Rascal,Kingen,Croco,Grizzly,FATE (Yoo Su-hyeok),Zeka (Kim Geon-woo),Paduck,Viper (Park Do-hyeon),BeryL,Life
LCK/2023 Season/Summer Season_Week 8_7_2,2023-07-29 06:57:00,13.13,26.683333333333,T1,KT Rolster,0,K'Sante,Lillia,Tristana,Kai'Sa,Nautilus,Renekton,Sejuani,Annie,Vayne,Alistar,5,21,46772,54005,0,3,1,0,3,8,Jax,LeBlanc,Azir,Rell,Neeko,Vi,Zeri,Poppy,Jayce,Maokai,Zeus,Kiin,Oner,Cuzz,Poby,Bdd,Gumayusi,Aiming,Keria,Lehends
LCK/2023 Season/Summer Season_Week 8_7_1,2023-07-29 06:07:00,13.13,27.45,KT Rolster,T1,1,Renekton,Rell,Neeko,Zeri,Nautilus,Rumble,Maokai,Jayce,Varus,Braum,16,4,55607,41714,4,0,1,0,10,2,LeBlanc,Kai'Sa,Vi,Jax,Poppy,Azir,Xayah,K'Sante,Alistar,Samira,Kiin,Zeus,Cuzz,Oner,Bdd,Poby,Aiming,Gumayusi,Lehends,Keria
LCK/2023 Season/Summer Season_Week 8_6_2,2023-07-28 11:29:00,13.13,32.166666666667,OKSavingsBank BRION,Liiv SANDBOX,0,Gwen,Vi,Neeko,Kai'Sa,Nautilus,K'Sante,Sejuani,Tristana,Xayah,Braum,4,11,54644,60909,1,4,0,1,2,10,Yone,Poppy,LeBlanc,Renekton,Jax,Azir,Rakan,Rell,Maokai,Alistar,Morgan,Clear (Song Hyeon-min),UmTi,Willer,Karis,Clozer,Hena,Teddy,Effort,Kael (Kim Jin-hong)
LCK/2023 Season/Summer Season_Week 8_6_1,2023-07-28 10:36:00,13.13,31.516666666667,OKSavingsBank BRION,Liiv SANDBOX,0,K'Sante,Maokai,Azir,Varus,Nautilus,Jax,Sejuani,LeBlanc,Ezreal,Leona,11,22,52379,63344,0,4,0,1,1,9,Yone,Poppy,Vi,Renekton,Kai'Sa,Skarner,Rell,Tristana,Rakan,Jayce,Morgan,Clear (Song Hyeon-min),UmTi,Willer,Karis,Clozer,Hena,Teddy,Effort,Kael (Kim Jin-hong)
LCK/2023 Season/Summer Season_Week 8_5_2,2023-07-28 08:57:00,13.13,27.533333333333,Dplus KIA,Kwangdong Freecs,1,Renekton,Lillia,Tristana,Kai'Sa,Nautilus,K'Sante,Viego,Cassiopeia,Ashe,Braum,12,4,56246,43832,2,2,1,0,8,1,Poppy,Neeko,Sejuani,Ivern,Jax,Rell,Azir,Rakan,Jayce,Vi,Canna,DuDu (Lee Dong-ju),Canyon,YoungJae,ShowMaker,BuLLDoG (Lee Tae-young),Deft,Taeyoon,Kellin,Andil
LCK/2023 Season/Summer Season_Week 8_5_1,2023-07-28 08:06:00,13.13,28.683333333333,Dplus KIA,Kwangdong Freecs,1,K'Sante,Neeko,Tristana,Kai'Sa,Nautilus,Renekton,Kha'Zix,LeBlanc,Ashe,Braum,21,4,59011,49477,3,1,1,0,9,3,Poppy,Ivern,Sejuani,Rell,Jax,Rumble,Azir,Rakan,Jayce,Viego,Canna,DuDu (Lee Dong-ju),Canyon,YoungJae,ShowMaker,BuLLDoG (Lee Tae-young),Deft,Taeyoon,Kellin,Andil
LCK CL/2023 Season/Summer Season_Week 8_10_2,2023-07-28 05:57:00,13.13,32.633333333333,T1 Esports Academy,Kwangdong Freecs Challengers,0,Fiora,Lee Sin,Ahri,Kai'Sa,Rell,Jax,Viego,Annie,Nilah,Alistar,9,17,55871,62646,0,5,0,1,6,8,Poppy,LeBlanc,Tristana,Renekton,Sejuani,Neeko,Tahm Kench,K'Sante,Draven,Kha'Zix,Dal,IlllIma,Forest (Lee Hyeon-seo),Courage (Jeon Hyun-min),Nice,Cleaver,Smash (Sin Geum-jae),Bull,Baut,Moham
LCK CL/2023 Season/Summer Season_Week 8_9_2,2023-07-28 05:56:00,13.13,30.833333333333,OKSavingsBank BRION Challengers,DRX Challengers,0,K'Sante,Viego,Jayce,Kai'Sa,Nautilus,Renekton,Kha'Zix,Azir,Xayah,Rakan,6,12,50924,60155,2,3,0,1,3,9,Rumble,LeBlanc,Poppy,Sejuani,Rell,Maokai,Vi,Jax,Tristana,Ivern,Kangin,Frog (Lee Min-hoi),DDoiV,Sponge,Ivory,SeTab,Enosh,deokdam,Pollu,Pleata
LCK CL/2023 Season/Summer Season_Week 8_9_1,2023-07-28 05:07:00,13.13,26.683333333333,OKSavingsBank BRION Challengers,DRX Challengers,0,K'Sante,Ivern,Jayce,Kai'Sa,Alistar,Renekton,Rell,Tristana,Ezreal,Nautilus,6,9,41529,51428,0,4,0,1,0,8,Rumble,LeBlanc,Poppy,Maokai,Sejuani,Vi,Viego,Jax,Azir,Rakan,Kangin,Frog (Lee Min-hoi),Raptor (Jeon Eo-jin),Sponge,Ivory,SeTab,Enosh,deokdam,Pollu,Pleata
LCK CL/2023 Season/Summer Season_Week 8_10_1,2023-07-28 05:07:00,13.13,28.816666666667,Kwangdong Freecs Challengers,T1 Esports Academy,1,Rumble,Viego,LeBlanc,Senna,Tahm Kench,Renekton,Kindred,Lissandra,Kai'Sa,Rell,19,4,60385,46376,3,0,1,0,11,1,Annie,Tristana,Ahri,Sejuani,Neeko,Poppy,Kha'Zix,Draven,Lee Sin,Xayah,IlllIma,Dal,Courage (Jeon Hyun-min),Forest (Lee Hyeon-seo),Cleaver,Nice,Bull,Smash (Sin Geum-jae),Moham,Baut
LCK/2023 Season/Summer Season_Week 8_4_2,2023-07-27 12:27:00,13.13,27.166666666667,Nongshim RedForce,Hanwha Life Esports,0,Renekton,Skarner,Azir,Xayah,Alistar,Ornn,Sejuani,Tristana,Kai'Sa,Rell,4,10,44816,53264,2,2,0,1,3,9,Yone,Poppy,Rumble,Vi,LeBlanc,Cassiopeia,Maokai,Rakan,Ivern,Viego,DnDn,Kingen,Sylvie,Grizzly,Quad,Zeka (Kim Geon-woo),Jiwoo,Viper (Park Do-hyeon),Peter (Jeong Yoon-su),Life
LCK/2023 Season/Summer Season_Week 8_4_1,2023-07-27 11:40:00,13.13,22.466666666667,Hanwha Life Esports,Nongshim RedForce,1,Gwen,Nautilus,Tristana,Kai'Sa,Rell,K'Sante,Maokai,Azir,Xayah,Braum,20,7,50465,36105,2,1,1,0,11,0,Vi,Yone,Poppy,Renekton,Viego,LeBlanc,Rakan,Rumble,Alistar,Ivern,Kingen,DnDn,Grizzly,Sylvie,Zeka (Kim Geon-woo),FIESTA (An Hyeon-seo),Viper (Park Do-hyeon),Jiwoo,Life,Peter (Jeong Yoon-su)
LCK/2023 Season/Summer Season_Week 8_3_3,2023-07-27 09:58:00,13.13,35.733333333333,T1,DRX,0,Rumble,Vi,Azir,Zeri,Alistar,K'Sante,Maokai,Jayce,Xayah,Rell,4,11,60395,65729,1,3,0,2,6,8,Jax,Kai'Sa,Tristana,LeBlanc,Varus,Poppy,Yone,Aphelios,Rakan,Draven,Zeus,Rascal,Oner,Croco,Poby,FATE (Yoo Su-hyeok),Gumayusi,Paduck,Keria,BeryL
LCK/2023 Season/Summer Season_Week 8_3_2,2023-07-27 09:00:00,13.13,31.133333333333,T1,DRX,0,Renekton,Maokai,Azir,Ezreal,Leona,K'Sante,Sejuani,Tristana,Varus,Braum,8,17,51678,60841,1,3,0,1,2,11,Jax,Vi,Rell,Poppy,Rumble,Kai'Sa,Rakan,Samira,Heimerdinger,Nautilus,Zeus,Rascal,Oner,Croco,Poby,FATE (Yoo Su-hyeok),Gumayusi,Paduck,Keria,BeryL
LCK/2023 Season/Summer Season_Week 8_3_1,2023-07-27 08:06:00,13.13,28.566666666667,T1,DRX,1,Gnar,Rell,Azir,Kai'Sa,Nautilus,Renekton,Sejuani,Ahri,Xayah,Alistar,10,6,57021,46518,3,0,2,0,8,2,Jax,Rumble,Poppy,Vi,Maokai,LeBlanc,Yone,K'Sante,Rakan,Nocturne,Zeus,Rascal,Oner,Croco,Poby,FATE (Yoo Su-hyeok),Gumayusi,Paduck,Keria,BeryL
LCK CL/2023 Season/Summer Season_Week 8_8_3,2023-07-27 07:00:00,13.13,29.483333333333,Nongshim Esports Academy,Hanwha Life Esports Challengers,1,Gragas,Maokai,Yone,Tristana,Nautilus,Jax,Rell,Azir,Ashe,Alistar,15,8,57665,48363,4,0,1,0,10,1,Poppy,Sejuani,Rumble,Kai'Sa,Vi,Annie,Xayah,Braum,Milio,Varus,Mihile,Rooster,Sounda,Guwon,Calix (Syun Hyun-bin),Roamer,vital,Lure (Shin Jae-yoon),HH (Lee Hyun-ho),Duro
LCK CL/2023 Season/Summer Season_Week 8_6_3,2023-07-27 06:51:00,13.13,29.783333333333,Gen.G Global Academy,Liiv SANDBOX Youth,1,K'Sante,Sejuani,Azir,Xayah,Sett,Jax,Vi,Sylas,Kai'Sa,Nautilus,25,11,63070,50780,4,0,2,0,11,2,Tristana,LeBlanc,Maokai,Rakan,Rell,Poppy,Ivern,Braum,Viego,Aphelios,Zest (Kim Dong-min),DDahyuk,Winner (Woo Joo-sung),Vincenzo (Ha Seung-min),Ophelia,Guti (Moon Jeong-hwan),Carfe,Diable,Lospa,PlanB
LCK CL/2023 Season/Summer Season_Week 8_7_3,2023-07-27 06:48:00,13.13,37.45,Dplus KIA Challengers,KT Rolster Challengers,1,Gragas,Maokai,Jayce,Kai'Sa,Alistar,Jax,Sejuani,Yone,Ashe,Milio,13,10,69125,63874,3,2,1,1,9,2,Rell,LeBlanc,Poppy,Tristana,Varus,Neeko,Xayah,Nautilus,Rakan,Blitzcrank,Thanatos (Park Seung-kyu),PerfecT (Lee Seung-min),Lucid (Choi Yong-hyeok),HamBak,Pullbae,Feisty,Rahel,Hype (Byeon Jeong-hyeon),Thumb,Way (Han Gil)
LCK CL/2023 Season/Summer Season_Week 8_8_2,2023-07-27 06:02:00,13.13,37.95,Hanwha Life Esports Challengers,Nongshim Esports Academy,1,K'Sante,Nocturne,Azir,Kai'Sa,Rakan,Jax,Zac,Tristana,Aphelios,Nautilus,18,15,71886,67821,4,2,2,0,9,5,Poppy,Rumble,Rell,Maokai,LeBlanc,Sejuani,Braum,Heimerdinger,Xayah,Alistar,Rooster,Mihile,Guwon,Sounda,Roamer,Calix (Syun Hyun-bin),Lure (Shin Jae-yoon),vital,Duro,HH (Lee Hyun-ho)
LCK CL/2023 Season/Summer Season_Week 8_6_2,2023-07-27 06:01:00,13.13,29.583333333333,Liiv SANDBOX Youth,Gen.G Global Academy,1,Jax,Viego,Neeko,Kai'Sa,Rell,Rumble,Vi,Azir,Xayah,Blitzcrank,14,8,57440,48919,3,2,1,0,8,2,Poppy,Tristana,Rakan,Maokai,LeBlanc,Sejuani,Braum,Nocturne,Taliyah,Ivern,DDahyuk,Zest (Kim Dong-min),Vincenzo (Ha Seung-min),Winner (Woo Joo-sung),Guti (Moon Jeong-hwan),Ophelia,Diable,Carfe,PlanB,Lospa
LCK CL/2023 Season/Summer Season_Week 8_7_2,2023-07-27 05:58:00,13.13,28.833333333333,KT Rolster Challengers,Dplus KIA Challengers,1,Jax,Lee Sin,LeBlanc,Tristana,Rakan,Renekton,Maokai,Yone,Varus,Nautilus,21,2,61951,48879,3,1,0,1,10,1,Rell,Viego,Poppy,Sejuani,Kai'Sa,Vi,Jayce,Alistar,Azir,Leona,PerfecT (Lee Seung-min),Thanatos (Park Seung-kyu),HamBak,Lucid (Choi Yong-hyeok),Feisty,Pullbae,Hype (Byeon Jeong-hyeon),Rahel,Way (Han Gil),Thumb
LCK CL/2023 Season/Summer Season_Week 8_8_1,2023-07-27 05:10:00,13.13,29.033333333333,Nongshim Esports Academy,Hanwha Life Esports Challengers,1,Jax,Maokai,Tristana,Aphelios,Braum,Gragas,Ivern,Jayce,Zeri,Rell,10,3,59272,47100,4,0,1,0,10,1,Poppy,Sejuani,Rumble,Kai'Sa,Vi,Annie,Varus,Rakan,Ashe,Ezreal,Mihile,Rooster,Sounda,Guwon,Calix (Syun Hyun-bin),Roamer,vital,Lure (Shin Jae-yoon),HH (Lee Hyun-ho),Duro
LCK CL/2023 Season/Summer Season_Week 8_7_1,2023-07-27 05:07:00,13.13,29.333333333333,Dplus KIA Challengers,KT Rolster Challengers,1,K'Sante,Vi,Neeko,Kai'Sa,Nautilus,Rumble,Maokai,Jayce,Zeri,Alistar,14,5,60018,45656,4,1,1,0,9,0,Viego,LeBlanc,Rell,Sejuani,Poppy,Tristana,Xayah,Jax,Varus,Renekton,Thanatos (Park Seung-kyu),PerfecT (Lee Seung-min),Lucid (Choi Yong-hyeok),HamBak,Pullbae,Feisty,Rahel,Hype (Byeon Jeong-hyeon),Thumb,Way (Han Gil)
